fits_file,slice_idx,epoch,wave,mjd,phase,flux
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,968,epoch1,sw,59980.85689058394,0.0006938617734704167,-8.610023046303498
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,2579,epoch1,sw,59981.14974318332,0.0016329085920006037,-15.216203841511792
jw01666001001_02102_00001-seg003_nrcb1_o001_crfints,249,epoch1,sw,59981.18815748876,0.0032989738683681935,70.964187821725
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,1092,epoch1,sw,59981.053739699055,0.004191509069642052,74.4431383619531
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,869,epoch1,sw,59981.03934240432,0.00524766999296844,-7.876953415575052
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,1712,epoch1,sw,59980.90492460957,0.006139173900010064,-26.957760695520314
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,423,epoch1,sw,59981.010547814694,0.007359959126915783,-34.30731138149766
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,2877,epoch1,sw,59981.16898261702,0.009190040669636801,69.85921382514475
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,795,epoch1,sw,59981.03456482668,0.010082446649903432,-25.17783633127762
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,820,epoch1,sw,59980.84733542824,0.010363328998209909,126.18908099670297
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,374,epoch1,sw,59980.818540837274,0.012475344876293093,109.24506035499459
jw01666001001_02102_00001-seg003_nrcb1_o001_crfints,101,epoch1,sw,59981.17860233382,0.012968596973223612,5.824417039937981
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,969,epoch1,sw,59980.8569551458,0.014142039755824953,3.026793577736265
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,1762,epoch1,sw,59981.096996144835,0.014471148024313152,122.15743282291591
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,2382,epoch1,sw,59980.9481810569,0.016419129067799076,137.6003325540392
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,52,epoch1,sw,59980.98659536423,0.018085580464685336,114.76568783847647
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints,895,epoch1,sw,59980.85217756795,0.01897677330998704,128.15424997123236
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,1465,epoch1,sw,59981.07782127265,0.020362124138046056,30.23439833653708
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,945,epoch1,sw,59981.04424910567,0.02730924781644717,195.07758649345544
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints,722,epoch1,sw,59981.029851810905,0.028365402802592143,221.5115710424993
