fits_file,ap_x,ap_y,psf_x,psf_y
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints.fits,82.73316497012202,84.77767650064864,82.55838685054772,84.412519121177
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints.fits,82.94107474008327,84.68288291216007,82.55431346320775,84.4131739336422
jw01666001001_02102_00001-seg003_nrcb1_o001_crfints.fits,83.02222756620809,85.05473375039408,82.47823993172008,84.32476757445495
