fits_file,ap_x,ap_y,psf_x,psf_y
jw01666001001_02102_00001-seg001_nrcb1_o001_crfints.fits,82.61007942777216,84.70872982076322,82.55164051990319,84.41415374355057
jw01666001001_02102_00001-seg002_nrcb1_o001_crfints.fits,82.74354373619121,84.81803187631382,82.55652981143004,84.40971733192121
jw01666001001_02102_00001-seg003_nrcb1_o001_crfints.fits,82.46705551920054,84.51556256353311,82.55623895370468,84.40724860961208
